ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
3935102,Mazamari,-11.3258,-74.5308,18.94,96,12,0.84,PE,1660028453
110690,Abhā,18.2164,42.5053,23.0,49,98,1.36,SA,1660028454
1626542,Sorong,-0.8833,131.25,28.16,72,100,1.88,ID,1660028455
3832899,Viedma,-40.8135,-62.9967,6.7,78,84,3.78,AR,1660028457
2035002,Shangzhi,45.2167,127.9667,24.6,52,0,7.38,CN,1660028458
1519422,Semey,50.4111,80.2275,26.12,38,40,4.0,KZ,1660028461
3382226,Camopi,3.1655,-52.3158,21.1,100,100,0.88,GF,1660028463
3929631,San Isidro,-12.1167,-77.05,15.56,87,42,1.26,PE,1660028465
1058381,Morondava,-20.2833,44.2833,24.68,59,0,2.11,MG,1660028467
3346821,Ondjiva,-17.0667,15.7333,18.58,24,0,2.89,AO,1660028468
2065176,Murray Bridge,-35.1167,139.2667,16.18,51,97,3.41,AU,1660028469
4193042,Effingham County,32.3669,-81.3332,23.97,96,14,2.21,US,1660028471
3372783,Ponta Delgada,37.7333,-25.6667,20.4,94,40,0.51,PT,1660028472
3838859,Río Gallegos,-51.6226,-69.2181,1.85,66,100,2.63,AR,1660028474
4417205,Bay Saint Louis,30.3088,-89.33,25.01,98,90,1.69,US,1660028477
2035261,Taihecun,45.8,130.85,26.23,38,44,6.17,CN,1660028479
4033375,Tevaitoa,-16.7833,-151.5,24.51,66,100,6.53,PF,1660028480
1213855,Sibolga,1.7427,98.7792,30.02,61,6,2.88,ID,1660028481
6145890,Shelburne,44.0787,-80.2041,16.06,98,100,5.44,CA,1660028418
1860335,Kamogatachō-kamogata,34.5333,133.5833,31.79,59,98,4.7,JP,1660028486
6690296,Saint-Joseph,-21.3667,55.6167,23.45,73,17,5.93,RE,1660028488
6148373,Sioux Lookout,50.1001,-91.917,18.04,82,0,3.6,CA,1660028243
6541341,Porto Empedocle,37.2934,13.5264,31.84,58,0,0.79,IT,1660028492
1791636,Weinan,34.5036,109.5089,38.42,43,95,3.9,CN,1660028494
1489853,Tazovsky,67.4667,78.7,13.12,74,68,6.26,RU,1660028495
547871,Kizema,61.113,44.8302,19.36,50,100,2.49,RU,1660028496
3440034,Tacuarembó,-31.7333,-55.9833,7.13,88,98,4.83,UY,1660028470
2016307,Solnechnyy,50.7214,136.6319,17.18,79,97,6.07,RU,1660028499
371745,Kutum,14.2,24.6667,24.08,62,100,2.31,SD,1660028501
556268,Ostrovnoy,68.0531,39.5131,13.77,62,64,3.74,RU,1660028502
2070998,Geraldton,-28.7667,114.6,14.23,72,75,8.23,AU,1660028503
3517970,Pochutla,15.7432,-96.4661,24.9,91,100,2.1,MX,1660028505
2123814,Leningradskiy,69.3833,178.4167,4.18,77,42,2.48,RU,1660028506
214614,Kamina,-8.7386,24.9906,24.82,25,0,3.42,CD,1660028508
2013727,Vanavara,60.34,102.2797,18.6,71,100,0.73,RU,1660028509
1814906,Chongqing,29.5628,106.5528,40.68,34,55,3.11,CN,1660028461
3671519,Puerto Carreño,6.189,-67.4859,25.0,90,100,1.23,CO,1660028512
2031964,Darhan,49.4867,105.9228,25.19,40,100,2.36,MN,1660028513
49747,Oddur,4.1213,43.8894,26.91,44,85,10.07,SO,1660028515
3649408,Altagracia de Orituco,9.8601,-66.3814,21.83,96,43,1.61,VE,1660028516
5563839,Fortuna,40.5982,-124.1573,13.88,92,0,1.54,US,1660028517
2084442,Vanimo,-2.6741,141.3028,28.15,69,63,2.43,PG,1660028520
4726206,San Antonio,29.4241,-98.4936,28.25,72,100,2.31,US,1660028366
3939168,Huarmey,-10.0681,-78.1522,16.28,85,53,2.34,PE,1660028523
149606,Tanga,-5.0667,39.1,25.55,64,91,4.67,TZ,1660028524
2122104,Petropavlovsk-Kamchatskiy,53.0452,158.6483,14.33,88,75,6.0,RU,1660028526
3092472,Malbork,54.0359,19.0266,20.47,61,100,2.44,PL,1660028388
3466165,Cidreira,-30.1811,-50.2056,14.8,88,100,7.27,BR,1660028529
1328421,Pathein,16.7833,94.7333,26.02,86,100,1.65,MM,1660028530
2755485,Goedereede,51.8175,3.9806,19.98,75,16,1.79,NL,1660028531
4228425,Vidalia,32.2177,-82.4135,23.06,94,0,0.0,US,1660028533
2643044,Margate,51.3813,1.3862,19.94,81,6,2.24,GB,1660028488
2121909,Poronaysk,49.2167,143.1167,23.0,62,0,4.29,RU,1660028536
1254054,Tuni,17.35,82.55,25.65,86,100,8.81,IN,1660028539
118704,Rāvar,31.2656,56.8055,35.94,14,0,2.71,IR,1660028540
5374920,Morro Bay,35.3658,-120.8499,20.78,84,1,1.87,US,1660028542
520552,Nizhniy Odes,63.6445,54.856,20.72,38,84,2.36,RU,1660028543
1262240,Nagari,13.3333,79.5833,31.94,44,100,9.45,IN,1660028545
2381972,Adrar,20.5022,-10.0711,34.42,8,98,8.11,MR,1660028546
2446796,Bilma,18.6853,12.9164,30.75,44,100,2.51,NE,1660028548
3629614,Punta Cardon,11.6581,-70.215,26.38,86,2,9.15,VE,1660028551
2409914,Bonthe,7.5264,-12.505,24.47,87,100,1.38,SL,1660028552
4466033,Fayetteville,35.0527,-78.8784,25.29,86,0,3.6,US,1660028553
1045114,Inhambane,-23.865,35.3833,23.28,60,5,3.6,MZ,1660028555
1719677,Camindangan,9.9184,122.6296,27.7,71,46,2.91,PH,1660028556
484314,Tarnogskiy Gorodok,60.4997,43.5761,19.24,53,100,2.18,RU,1660028558
3416888,Grindavik,63.8424,-22.4338,12.26,100,100,8.75,IS,1660028559
2122090,Pevek,69.7008,170.3133,8.36,63,100,5.02,RU,1660028560
2013921,Ust-Kuyga,70.0167,135.6,17.82,52,100,3.79,RU,1660028562
5882953,Aklavik,68.2191,-135.0107,11.98,77,10,3.0,CA,1660028563
107304,Buraidah,26.326,43.975,40.66,14,0,6.0,SA,1660028566
2034400,Tongliao,43.6125,122.2653,28.27,28,0,5.74,CN,1660028567
3430545,Morón,-34.6534,-58.6198,11.1,87,95,2.78,AR,1660028569
2138555,Poum,-20.2333,164.0167,21.65,60,0,9.13,NC,1660028570
1512218,Aban,56.67,96.06,25.53,38,48,0.99,RU,1660028571
2022083,Alekseyevsk,57.8406,108.3492,18.62,54,64,0.72,RU,1660028573
1280849,Kashgar,39.4547,75.9797,30.29,36,43,2.71,CN,1660028574
3400515,Fagundes,-7.355,-35.775,15.9,95,5,1.57,BR,1660028576
5334223,Carlsbad,33.1581,-117.3506,27.54,87,34,1.34,US,1660028420
2374583,Bubaque,11.2833,-15.8333,25.92,81,100,1.25,GW,1660028580
2026023,Bukachacha,52.9833,116.9167,19.61,40,64,6.46,RU,1660028581
1855540,Naze,28.3667,129.4833,28.34,67,100,4.12,JP,1660028583
3663495,Manoel Urbano,-8.8389,-69.2597,21.84,95,51,0.43,BR,1660028584
3421193,Paamiut,61.994,-49.6678,5.18,92,100,6.56,GL,1660028586
2063056,Port Augusta,-32.5,137.7667,19.11,27,100,5.66,AU,1660028587
1802618,Longhua,23.6137,114.1919,26.47,84,100,3.37,CN,1660028589
2639912,Preston,53.7667,-2.7167,17.4,94,100,2.06,GB,1660028514
1856392,Muroto-misakicho,33.2833,134.15,29.7,75,100,4.98,JP,1660028592
1498920,Mezhdurechensk,53.6942,88.0603,28.79,34,76,1.46,RU,1660028593
5877641,Wasilla,61.5814,-149.4394,11.15,94,100,2.57,US,1660028595
1214026,Sabang,5.8933,95.3214,28.3,75,100,8.79,ID,1660028596
2146219,Hervey Bay,-25.2986,152.8535,19.45,60,0,3.13,AU,1660028598
3141667,Roald,62.5833,6.1333,16.51,94,75,2.06,NO,1660028599
6096551,Pangnirtung,66.1451,-65.7125,5.44,83,99,0.28,CA,1660028601
3407327,Arapiraca,-9.7525,-36.6611,18.33,88,100,0.6,BR,1660028413
108410,Riyadh,24.6877,46.7219,40.78,16,22,7.4,SA,1660028507
3579925,St. George's,12.0564,-61.7485,26.96,83,78,5.93,GD,1660028521
2455558,Kati,12.7441,-8.0726,22.67,86,100,1.14,ML,1660028606
1851348,Suzuka,34.8833,136.5833,35.59,75,100,2.41,JP,1660028609
2618795,Klaksvík,62.2266,-6.589,12.51,98,100,9.79,FO,1660028610
1816751,Beidao,34.5686,105.8933,34.7,42,71,6.4,CN,1660028612
4003938,Jiménez,28.3333,-105.4,25.47,45,12,3.1,MX,1660028613
95788,Hīt,33.6416,42.8251,37.53,20,0,7.22,IQ,1660028615
2013918,Ust-Maya,60.4167,134.5333,12.93,94,100,2.41,RU,1660028616
2036892,Hohhot,40.8106,111.6522,28.23,41,0,2.12,CN,1660028618
1651103,Atambua,-9.1061,124.8925,27.53,57,61,1.26,ID,1660028619
8079926,Labuhan,-6.8844,112.2051,31.66,52,23,3.9,ID,1660028622
5554072,Juneau,58.3019,-134.4197,12.9,97,48,1.08,US,1660028425
484670,Taman',45.2117,36.7161,28.43,42,0,9.62,RU,1660028625
1267390,Kavaratti,10.5669,72.642,27.09,82,100,9.56,IN,1660028626
300617,Sivas Province,39.7916,37.0019,22.35,52,0,1.03,TR,1660028628
876177,Luau,-10.7073,22.2247,21.71,26,3,2.22,AO,1660028629
1575627,Long Xuyen,10.3833,105.4167,28.97,88,100,4.14,VN,1660028576
905846,Mpika,-11.8343,31.4529,18.04,47,1,4.52,ZM,1660028632
688533,Yalta,44.5,34.1667,28.9,39,0,10.34,UA,1660028633
1623197,Tual,-5.6667,132.75,25.42,81,100,6.0,ID,1660028634
3932145,Pisco,-13.7,-76.2167,13.03,88,75,1.03,PE,1660028636
4255151,Bud,39.447,-86.1758,24.01,98,79,1.95,US,1660028637
988290,Komatipoort,-25.4332,31.9548,20.98,54,92,4.83,ZA,1660028639
2039557,Khasan,42.4308,130.6434,24.17,68,100,5.07,RU,1660028640
358048,Damietta,31.4165,31.8133,27.93,59,0,0.75,EG,1660028642
1798760,Pingliang,35.5392,106.6861,32.74,44,74,6.16,CN,1660028643
6149374,Slave Lake,55.2834,-114.769,9.82,82,0,1.96,CA,1660028596
5571109,Lake Shasta,40.6804,-122.3708,25.4,39,4,1.66,US,1660028646
3563856,Colombia,20.9881,-77.4297,24.64,91,100,4.09,CU,1660028647
2194098,Ahipara,-35.1667,173.1667,11.75,89,11,3.21,NZ,1660028649
4993659,Garden City,42.3256,-83.331,20.97,82,100,4.12,US,1660028647
303750,Tall Kayf,37.0833,41.0667,31.66,33,0,2.06,TR,1660028652
1487332,Verkhnyaya Inta,65.9811,60.3094,19.25,45,84,6.74,RU,1660028653
3407882,Altamira,-3.2033,-52.2064,20.85,74,91,1.23,BR,1660028398
3893629,Coquimbo,-29.9533,-71.3436,8.85,81,0,2.06,CL,1660028656
3924679,Vilhena,-12.7406,-60.1458,18.79,97,68,1.21,BR,1660028657
2134814,Sola,-13.8833,167.55,27.13,71,14,1.14,VU,1660028658
2026160,Borogontsy,62.6683,131.1683,16.13,64,100,2.15,RU,1660028660
503581,Pyaozerskiy,65.8333,31.1667,15.62,58,66,1.58,RU,1660028661
1496153,Omsk,55.0,73.4,23.94,46,75,6.0,RU,1660028663
2022317,Khor,47.8861,134.9464,23.1,66,2,5.68,RU,1660028664
1687894,Santa Rosa,14.3122,121.1114,30.61,77,100,2.4,PH,1660028665
3991347,Puerto Peñasco,31.3167,-113.5333,31.06,77,2,2.93,MX,1660028667
1214488,Meulaboh,4.1363,96.1285,29.31,64,99,2.65,ID,1660028668
1516589,Zhezkazgan,47.8043,67.7144,22.99,46,40,7.0,KZ,1660028670
3013633,Arrondissement du Havre,49.5833,0.3333,18.44,77,0,4.63,FR,1660028671
1218612,Murgab,37.4966,61.9714,36.12,12,0,3.75,TM,1660028672
2063042,Port Hedland,-20.3167,118.5667,31.03,12,23,5.14,AU,1660028559
3521108,Progreso,21.2833,-89.6667,23.39,87,14,3.05,MX,1660028675
485660,Tsimmerbude,54.675,20.1347,19.03,61,13,1.72,RU,1660028676
315621,Emirdağ,39.0197,31.15,23.03,55,98,2.09,TR,1660028678
3140573,Sagvåg,59.7786,5.3961,15.79,79,100,2.32,NO,1660028679
4668271,Wilson,36.1501,-86.2833,25.17,87,75,3.6,US,1660028682
4033557,Tautira,-17.7333,-149.15,23.67,63,100,2.86,PF,1660028683
1788852,Xining,36.6167,101.7667,26.56,52,74,5.06,CN,1660028684
203717,Yangambi,0.8102,24.4336,27.26,62,13,1.09,CD,1660028686
1688696,San Policarpo,12.1791,125.5072,29.13,72,100,1.82,PH,1660028687
602150,Umeå,63.8284,20.2597,16.06,72,0,3.6,SE,1660028688
2391895,Savalou,7.9281,1.9756,22.27,84,100,2.75,BJ,1660028690
2161515,Kiama,-34.6833,150.8667,13.33,88,81,1.34,AU,1660028691
2013442,Vershino-Darasunskiy,52.35,115.5167,19.28,36,65,7.21,RU,1660028692
1528998,Yumen,40.2833,97.2,28.87,41,92,9.28,CN,1660028694
2715656,Fagersta,60.0042,15.7932,17.25,60,66,1.39,SE,1660028695
550902,Kez,57.8979,53.7152,27.38,48,100,1.08,RU,1660028697
1501365,Kupino,54.3663,77.2981,25.11,46,7,5.19,RU,1660028702
3445026,Vila Velha,-20.3297,-40.2925,22.19,90,0,1.03,BR,1660028704
5735238,Klamath Falls,42.2249,-121.7817,18.95,68,75,2.57,US,1660028558
3694178,Pacasmayo,-7.4006,-79.5714,15.77,91,77,3.26,PE,1660028706
236524,Rafai,4.95,23.9167,24.08,84,100,1.1,CF,1660028708
527321,Mezen',65.8522,44.24,17.13,53,11,1.39,RU,1660028709
1630639,Pringsewu,-5.3582,104.9744,31.0,57,42,1.17,ID,1660028711
1629974,Rantepao,-2.9701,119.8978,23.1,95,100,1.19,ID,1660028712
336454,Ginir,7.1333,40.7,18.42,59,76,5.99,ET,1660028714
1494941,Pirovskoye,57.6267,92.2658,24.85,42,61,2.2,RU,1660028716
553287,Kamyshin,50.0983,45.416,30.24,31,1,4.75,RU,1660028718
217637,Businga,3.3333,20.8833,26.15,76,68,0.74,CD,1660028720
333103,Kibre Mengist,5.8833,38.9833,14.92,77,100,2.75,ET,1660028721
1861084,Izumo,35.3667,132.7667,29.95,72,99,5.69,JP,1660028723
3137469,Sørland,67.667,12.6934,11.92,86,100,7.25,NO,1660028724
506232,Porosozero,62.7191,32.727,17.87,46,6,1.57,RU,1660028726
2022773,Khandyga,62.6667,135.6,21.59,54,98,2.3,RU,1660028727
520204,Nizhnyaya Tura,58.6293,59.8118,27.86,47,15,1.37,RU,1660028728
2779154,Fügen,47.35,11.85,21.94,74,1,0.97,AT,1660028730
5983607,Inuvik,68.3499,-133.7218,12.75,77,88,1.51,CA,1660028731
3336897,La Rioja,42.25,-2.5,15.88,61,0,0.94,ES,1660028733
2126682,Bilibino,68.0546,166.4372,19.0,38,100,1.5,RU,1660028734
2032201,Bulgan,48.8125,103.5347,22.47,55,98,0.84,MN,1660028736
2738381,Lata,40.1629,-8.3327,17.89,79,0,0.36,PT,1660028737
2666670,Uddevalla,58.3478,11.9424,18.33,82,100,1.94,SE,1660028739
2020584,Magistral'nyy,56.1725,107.4458,16.27,56,96,2.5,RU,1660028741
1337619,Ugoofaaru,5.6667,73.0,27.37,81,100,6.78,MV,1660028742
1701054,Marawi,7.9986,124.2928,24.92,81,61,3.17,PH,1660028743
359783,Assiut,27.181,31.1837,34.85,25,0,4.84,EG,1660028745
2520493,Calvià,39.5657,2.5062,29.95,60,5,2.01,ES,1660028746
1516048,Khovd,48.0056,91.6419,24.52,34,19,1.25,MN,1660028748
330120,NEDJO,9.5046,35.5019,17.96,87,95,2.33,ET,1660028749
2818067,Uetersen,53.6833,9.6667,18.04,85,0,2.06,DE,1660028751
1056899,Sambava,-14.2667,50.1667,23.84,67,96,7.12,MG,1660028752
5380437,Pacific Grove,36.6177,-121.9166,18.01,88,0,3.09,US,1660028753
342711,Barentu,15.1139,37.5928,23.01,74,92,2.63,ER,1660028755
2173125,Burnie,-41.0667,145.9167,11.62,76,5,1.73,AU,1660028756
1540475,Turtas,58.9417,69.1325,28.35,41,0,1.27,RU,1660028758
3100637,Darłowo,54.421,16.4107,18.5,63,5,1.8,PL,1660028759
2139521,Noumea,-22.2763,166.4572,18.99,59,64,3.7,NC,1660028761
3440777,Rocha,-34.4833,-54.3333,7.14,91,100,2.23,UY,1660028486
1804874,Kaihua,23.3687,104.28,25.6,68,30,2.42,CN,1660028763
2511150,Santa Lucía,27.9117,-15.5407,17.62,78,75,11.32,ES,1660028535
2019951,Mirny,62.5353,113.9611,20.13,52,100,3.13,RU,1660028547
212902,Kindu,-2.95,25.95,29.22,28,47,0.77,CD,1660028768
1180397,Daulatpur,26.5015,67.9706,36.49,48,100,4.46,PK,1660028504
7671223,Kloulklubed,7.0419,134.2556,28.28,72,100,3.93,PW,1660028771
1282027,Malé,4.1748,73.5089,27.45,80,27,6.39,MV,1660028772
3662761,Porto Walter,-8.2686,-72.7439,21.92,95,15,0.42,BR,1660028774
2122783,Nogliki,51.8333,143.1667,20.35,71,7,1.85,RU,1660028776
3006387,Semme,46.1963,1.5007,21.23,41,15,2.53,FR,1660028777
2514651,Los Llanos de Aridane,28.6585,-17.9182,19.86,78,75,5.14,ES,1660028779
1795632,Shenjiamen,29.9576,122.298,28.86,81,20,8.86,CN,1660028780
704608,Kivsharivka,49.6213,37.7036,29.84,27,15,2.7,UA,1660028782
463355,Zheleznodorozhnyy,55.7503,38.0042,17.34,89,100,2.62,RU,1660028783
5134295,Rome,43.2128,-75.4557,26.16,93,100,2.06,US,1660028785
2079582,Alyangula,-13.8483,136.4192,25.36,60,10,5.44,AU,1660028786
3394372,Morros,-9.4467,-46.3003,19.93,50,7,2.05,BR,1660028788
1521153,Mamlyutka,54.9375,68.5394,26.01,45,18,5.42,KZ,1660028789
6942800,Kedgwick,47.6446,-67.3434,11.99,98,100,3.87,CA,1660028791
5423294,Golden,39.7555,-105.2211,23.08,59,0,1.34,US,1660028793
3347019,Mossamedes,-15.1961,12.1522,18.06,88,98,0.15,AO,1660028794
1648636,Bitung,1.4451,125.1824,31.47,71,75,2.36,ID,1660028796
286621,Salalah,17.0151,54.0924,24.05,100,100,3.6,OM,1660028798
2318123,Yenagoa,4.9247,6.2642,24.46,90,100,1.87,NG,1660028799
3393536,Olinda,-8.0089,-34.8553,21.85,88,40,2.06,BR,1660028607
1337612,Dhidhdhoo,6.8833,73.1,27.35,83,100,6.41,MV,1660028802
3361934,Saldanha,-33.0117,17.9442,14.11,80,8,2.53,ZA,1660028803
1163724,Taunsa,30.7048,70.6505,38.81,35,74,3.01,PK,1660028805
4328010,Houma,29.5958,-90.7195,25.56,93,0,1.54,US,1660028807
1272596,Digras,20.1167,77.7167,25.43,87,100,6.16,IN,1660028783
2062276,Roebourne,-20.7833,117.1333,27.0,22,100,6.22,AU,1660028810
3430443,Necochea,-38.5473,-58.7368,7.91,59,100,2.3,AR,1660028811
5767918,Pierre,44.3683,-100.351,21.59,62,0,4.63,US,1660028813
2025241,Churapcha,62.0025,132.4325,15.42,65,100,0.16,RU,1660028814
3920736,Chimoré,-16.9833,-65.1333,16.79,99,100,1.73,BO,1660028816
1624725,Tarakan,3.3,117.6333,27.72,74,40,1.03,ID,1660028817
1504636,Karabash,55.4808,60.2157,25.11,51,5,3.0,RU,1660028819
2181625,Te Anau,-45.4167,167.7167,-0.62,86,6,0.24,NZ,1660028820
3608828,Iralaya,15.0,-83.2333,26.28,87,100,3.5,HN,1660028822
6180550,Whitehorse,60.7161,-135.0538,10.57,91,90,2.97,CA,1660028823
584087,Afrikanda,67.4429,32.7828,12.72,66,98,2.12,RU,1660028825
515879,Oktyabr'skiy,54.4815,53.471,27.52,51,94,2.48,RU,1660028827
315498,Heraclea,37.5133,34.0467,27.61,29,0,2.34,TR,1660028828
601551,Akdepe,42.0551,59.3788,32.99,18,0,6.41,TM,1660028830
3984997,San Quintín,30.4833,-115.95,22.49,78,6,2.9,MX,1660028831
2063036,Port Lincoln,-34.7333,135.8667,13.97,64,100,7.61,AU,1660028589
2347758,Bara,10.3744,10.7288,24.09,89,75,2.59,NG,1660028639
4954611,Watertown,42.3709,-71.1828,27.43,80,20,5.14,US,1660028708
1525376,Bestöbe,52.4994,73.0975,18.4,78,100,3.47,KZ,1660028838
3449427,Santos Dumont,-21.4567,-43.5525,13.95,98,80,1.2,BR,1660028675
1636308,Manokwari,-0.8667,134.0833,25.19,83,100,0.87,ID,1660028841
3395981,Maceió,-9.6658,-35.7353,22.69,94,75,2.06,BR,1660028814
1026014,Tete,-16.1564,33.5867,25.56,32,0,0.37,MZ,1660028845
2090021,Namatanai,-3.6667,152.4333,27.88,72,69,2.31,PG,1660028846
2024449,Elban,50.1018,136.5094,19.32,81,56,6.27,RU,1660028848
2214827,Mizdah,31.4451,12.9801,25.56,47,0,0.53,LY,1660028849
472887,Vokhma,58.9303,46.7586,21.16,69,100,1.89,RU,1660028850
5861897,Fairbanks,64.8378,-147.7164,7.56,87,100,5.66,US,1660028852
2629833,Husavik,66.0449,-17.3389,11.9,76,100,7.82,IS,1660028853
5954718,Flin Flon,54.7682,-101.865,13.79,84,93,6.45,CA,1660028855
1623424,Tondano,1.3038,124.9112,27.05,80,81,1.09,ID,1660028856
5110365,Broome,42.2506,-75.833,25.21,83,75,4.12,US,1660028857
2038067,Chifeng,42.2683,118.9636,30.43,20,0,3.26,CN,1660028859
4034438,Haapiti,-17.5667,-149.8667,22.85,61,84,4.64,PF,1660028860
140463,Birjand,32.8663,59.2211,33.62,16,0,9.32,IR,1660028863
2295840,Prestea,5.4327,-2.1428,22.23,91,100,1.24,GH,1660028864
3678415,La Merced,5.4019,-75.8847,13.28,97,80,0.23,CO,1660028865
3547867,Manzanillo,20.3433,-77.1167,24.56,86,100,1.95,CU,1660028867
625721,Lyuban',52.7985,28.0048,18.31,67,100,3.59,BY,1660028868
6160603,Swift Current,50.2834,-107.8014,17.76,44,6,4.54,CA,1660028869
4362001,Mayo,38.8876,-76.5119,27.88,88,0,1.34,US,1660028871
2132606,Samarai,-10.6167,150.6667,26.74,78,68,6.8,PG,1660028872
521870,Nikolayevskaya,47.6139,41.5023,32.94,19,0,4.79,RU,1660028874
3945985,Camaná,-16.6228,-72.7111,15.33,85,6,4.63,PE,1660028875
1492607,Severnoye,56.3491,78.3619,24.21,49,7,5.45,RU,1660028876
3948613,Acarí,-15.4311,-74.6158,17.21,69,57,1.69,PE,1660028879
3595224,Jerez,14.1,-89.75,18.27,96,100,1.49,GT,1660028880
5955902,Fort Nelson,58.8053,-122.7002,11.55,64,69,1.9,CA,1660028882
2077895,Alice Springs,-23.7,133.8833,25.75,9,5,5.14,AU,1660028883
3446621,Teófilo Otoni,-17.8575,-41.5053,16.79,93,5,0.78,BR,1660028884
1633419,Padang,-0.9492,100.3543,30.03,79,66,2.4,ID,1660028887
1261008,Ottappālam,10.7667,76.3833,29.47,84,100,4.63,IN,1660028888
2294915,Takoradze,4.8845,-1.7554,23.3,85,100,3.2,GH,1660028890
1295765,Sittwe,20.15,92.9,26.61,86,100,7.3,MM,1660028891
3625929,Tucupita,9.0622,-62.051,22.82,99,69,1.0,VE,1660028893
359792,Aswān,24.0934,32.907,37.15,19,4,6.94,EG,1660028895
553766,Kamenka,51.3223,42.7678,29.35,29,6,2.2,RU,1660028896
1524296,Esil,51.9556,66.4042,24.11,40,17,8.17,KZ,1660028897
1529651,Altay,47.8667,88.1167,30.38,26,82,5.16,CN,1660028899
